Power_On_Hours,Wear_Leveling_Count,Temperature,Reallocated_Sector_Ct,Media_Errors,Host_Writes,Write_Amplification,Bad_Block_Count,days_to_failure,health_status
35309,70,38.29957147050378,17,0,345436,2.7616368383011727,1,1207,Degrading
4894,11,22.20985268439734,0,4,69462,1.452472622527812,0,3203,Healthy
2170,2,33.00206666057582,0,12,26461,1.2469673370508108,0,3521,Healthy
47566,95,34.98197916497766,74,14,465762,3.352684836861917,30,214,Critical
39541,81,22.919326261451573,31,0,410926,3.5172177415585817,8,689,Degrading
40388,76,46.386232813274916,24,10,421061,3.1879513949801908,10,768,Degrading
21514,43,28.912846501923784,0,4,222143,2.37518047536509,7,2050,Healthy
23952,48,30.369807023079872,0,0,221388,2.5383669086627747,0,1890,Healthy
16121,36,36.72138404753591,0,7,181981,2.034877397880684,7,2420,Healthy
20662,39,26.975204191129375,1,9,237874,2.4091757083748115,0,2048,Healthy
18080,33,41.27995518927569,7,3,180948,2.1444027225780586,1,2413,Healthy
13302,22,27.091781894341285,5,0,115461,1.793229726064913,0,2795,Healthy
5757,7,27.749375281335958,4,0,27212,1.4121146338542796,0,3356,Healthy
43406,89,34.12657880937572,49,3,442921,3.309572883312438,19,473,Critical
33418,60,35.476770162866124,14,3,339518,2.9234579469123703,1,1191,Degrading
44423,82,45.47644856439585,52,3,436944,2.9668701772294623,15,511,Critical
38780,80,36.78864042375339,26,0,384366,2.8346165093141904,9,808,Degrading
3996,10,33.77350138708735,0,0,50309,1.3303155974209382,0,3333,Healthy
22476,45,33.30561741101785,0,0,231632,2.430572790347799,0,1966,Healthy
10645,26,40.0220215861934,0,0,112131,2.1472649640388304,3,2824,Healthy
2428,6,24.003088544283322,0,0,17804,1.39612734079865,3,3464,Healthy
45676,92,45.98237303587708,75,11,446247,3.213188180530642,25,377,Critical
22066,46,39.217362149051006,0,2,242067,2.256371799037911,0,1990,Healthy
35289,68,37.08989612443071,0,0,357494,2.6506259619418926,9,1078,Degrading
24533,52,20.32336797416255,0,0,278443,2.602300834710709,0,1750,Healthy
46604,97,40.55209731708069,59,17,469594,3.520861359938763,32,153,Critical
27345,51,27.858441868800316,0,0,248792,2.202101034001434,2,1743,Healthy
29177,65,36.10319069304189,0,8,314090,2.6880609583573443,6,1359,Degrading
3020,10,39.14303464285201,0,0,25014,1.1559812482925333,2,3402,Healthy
44917,91,28.220605268647084,54,4,478655,3.1801988394598695,38,317,Critical
12522,24,36.84216634529131,0,0,136599,1.7065869151178983,3,2704,Healthy
39647,77,44.761263983061475,35,6,403601,3.5944329553613015,8,765,Degrading
30256,61,35.77211394948926,20,0,305674,2.2742556741738635,12,1367,Degrading
19485,30,37.89069941181862,11,2,183951,2.1935589079925335,5,2317,Healthy
40480,78,39.0533528681324,10,13,392678,3.2207900585785008,8,742,Degrading
32867,63,32.283491751901494,14,6,319043,3.1120460257349225,6,1256,Degrading
28017,53,37.808303405616854,4,3,293460,2.7286883004202758,8,1632,Healthy
1429,0,31.403977469418365,0,0,9531,1.211156061847563,5,3484,Healthy
31459,62,34.663438500465254,14,3,324549,2.6351146835138097,7,1383,Degrading
20636,39,33.41387580668417,1,0,195302,2.4951770945019525,6,2178,Healthy
32790,66,40.37825344158187,5,5,324775,2.9841875312838924,5,1269,Degrading
11350,19,29.58607133857709,9,0,105423,1.8060182564224048,7,2835,Healthy
9146,14,33.69923089236385,0,0,67328,1.7802343602552628,0,3058,Healthy
38395,75,42.9876207879838,7,1,378486,2.9835386537251773,0,879,Degrading
33207,70,32.11343628971706,13,6,336614,2.9501466711334876,3,1165,Degrading
30812,62,34.07437550898155,24,2,295242,2.538152439671595,15,1392,Degrading
13492,27,28.75620518346945,0,2,155713,2.039131846202643,0,2471,Healthy
42063,87,36.32516397536757,54,13,427835,3.5219923858926863,19,528,Critical
42559,82,39.234076522471895,26,7,421531,3.626871502126403,8,611,Degrading
31665,63,37.880420510307935,10,0,301000,2.7321666207326203,13,1415,Degrading
19026,43,31.907603752238806,0,0,204238,2.2440239157542163,3,2157,Healthy
33596,67,34.57120342364658,0,0,322522,2.9191202126801947,6,1222,Degrading
6080,8,28.10640343023601,23,0,53303,1.3377129689731404,0,3337,Healthy
40118,83,33.6000153855418,26,9,401321,3.1443404694872514,9,730,Degrading
33229,70,40.819677195676825,0,0,335132,3.0701279916841067,0,1284,Degrading
1077,5,27.077668407054418,0,0,5906,1.267833599284903,4,3587,Healthy
10072,19,28.273945300260287,0,1,105247,1.496605502983433,1,2900,Healthy
43442,86,32.95306546598419,70,15,445205,3.1351770779973647,17,414,Critical
14570,27,26.368495344133127,12,8,154205,2.176233653158507,0,2576,Healthy
6955,14,28.358106027558552,0,0,69109,1.3961587586275357,4,3196,Healthy
33640,69,46.34316829167481,28,5,334550,2.6526836357322465,3,1169,Degrading
25410,51,37.40938032092662,8,0,290366,2.7631890090301043,0,1650,Healthy
22296,45,34.2892910975181,0,1,237424,2.49594232464212,0,1914,Healthy
43874,88,36.56267660066419,58,14,441414,3.6034994505962223,18,356,Critical
47708,97,33.05391359329345,90,16,467890,3.6184346937115883,44,78,Critical
27304,53,36.17754007772416,0,0,278251,2.444001990821808,6,1687,Healthy
16199,33,36.5560697133072,3,0,165712,1.8110896074398648,0,2481,Healthy
15441,28,37.18274194433834,15,0,142256,1.8671984141906772,0,2551,Healthy
623,6,41.45417067683449,13,0,15189,1.2788728619906107,9,3483,Healthy
20358,37,34.527847489043424,0,0,189120,2.028152709259991,6,2157,Healthy
34205,71,40.146197463884334,29,2,350936,3.016266593830975,13,1043,Degrading
16426,30,35.488751966658626,10,0,153107,2.0720360237094573,0,2521,Healthy
29664,58,37.79586164551603,0,0,310987,2.696930514064127,4,1422,Degrading
537,4,38.421770575829136,0,0,12577,1.0386971198390098,0,3486,Healthy
40357,80,35.59722853309814,37,4,387576,3.217876339909771,5,755,Degrading
21329,42,35.03429998085268,0,0,231812,2.5211748495914543,6,2071,Healthy
29120,57,33.71890387344795,10,0,284952,2.6097656386975068,0,1584,Healthy
22875,44,39.00372782230118,3,4,226114,2.3672710169893705,5,1993,Healthy
18753,36,30.942937257529046,10,4,180974,1.8825628219722743,3,2284,Healthy
7708,16,35.450361316933815,0,0,78602,1.4227666761753275,0,3074,Healthy
13055,24,33.152914271900265,0,4,126693,1.8295462731228358,2,2776,Healthy
20978,45,37.410328922097825,0,3,219591,2.382586208704889,0,2008,Healthy
29399,57,28.21278203910983,13,3,282785,2.5232573467430477,0,1482,Healthy
9434,18,35.764105553919904,7,0,91976,1.9396740714399743,1,2945,Healthy
46645,91,31.805333923638656,66,13,452849,3.2300866217866226,27,255,Critical
44347,88,38.43696221073057,46,7,437102,3.3864190545975026,26,426,Critical
5526,14,23.12719647289567,7,0,86645,1.5455121466813324,0,3097,Healthy
8149,16,46.142615885964005,0,0,68748,1.6480572527014152,7,3124,Healthy
16866,34,48.462431838380795,15,0,180944,2.2544499312398116,4,2343,Healthy
22981,47,36.91591764525108,0,2,255402,2.5950891720607836,0,2015,Healthy
20363,39,36.379753159186485,18,3,200743,2.232159613632029,0,2212,Healthy
48577,94,39.92565583853536,84,14,486017,3.424268186149728,29,101,Critical
39627,83,37.40635477196336,24,0,396249,3.4574399979049937,16,784,Degrading
12560,27,34.601422855869956,0,7,121740,1.4005490543376742,4,2735,Healthy
20811,41,27.074563069759186,16,2,196887,2.499361906917045,7,2243,Healthy
41354,86,38.1315454869548,34,7,419854,3.205287276660119,16,577,Degrading
28413,56,36.37674787749118,2,0,270097,2.701042840084823,5,1577,Healthy
28946,58,35.37131725785101,6,9,294278,2.8173620596418005,1,1562,Healthy
19937,41,33.44010322033457,0,1,191789,2.1827715355622352,0,2257,Healthy
23267,44,31.221866710835926,0,0,225962,2.506582432515143,0,1893,Healthy
19603,44,37.68645947754811,0,4,187252,2.3159159508461746,1,2276,Healthy
42742,88,41.58645268613819,59,10,443923,3.472623097145474,24,336,Critical
5738,11,36.01661747992752,8,0,52501,1.54160155449985,0,3287,Healthy
27427,57,35.57130258042927,5,2,278328,2.9827489593745558,10,1477,Healthy
39850,84,38.26766389930103,54,3,418579,3.1999670079030396,7,670,Degrading
28347,56,35.10364235529799,13,0,277581,2.380222662168823,8,1600,Healthy
32921,63,36.84051754870719,11,5,322986,2.85225550480417,3,1296,Degrading
32330,64,32.670405096383234,15,7,304651,2.817323236242549,3,1344,Degrading
20449,45,27.46113825127404,5,0,210335,2.4593076719830744,2,2026,Healthy
1951,5,35.334617731310274,0,0,24216,1.29791040964385,3,3483,Healthy
31958,58,32.87541542005916,0,9,318128,2.5078021996403477,2,1446,Degrading
16081,33,31.016636514945112,18,0,173296,2.3982755039154138,4,2379,Healthy
35190,73,40.55793626188579,11,6,368959,2.7430526091048995,10,935,Degrading
15171,30,26.30739629520803,0,0,146854,2.034835539647937,0,2571,Healthy
16962,33,32.34714744054812,22,0,180964,1.7800352227538638,0,2427,Healthy
30091,64,34.457794806478454,0,11,305301,2.640812463419295,1,1250,Degrading
36543,73,30.017569211978262,14,5,367789,3.053523768197796,10,955,Degrading
37529,75,37.15917994831901,20,7,352487,3.2473771816727197,12,902,Degrading
27358,50,36.07497182107728,5,0,264833,2.508054024814979,2,1724,Healthy
17056,36,36.710858748008825,0,0,174457,2.394569666085113,0,2361,Healthy
1253,8,33.110968038068776,0,0,27714,1.0992397227306028,3,3444,Healthy
4305,12,36.12774389950827,0,0,49663,1.5705479563122249,0,3373,Healthy
22917,49,34.63344803185755,16,2,226450,1.9602532828985852,0,1870,Healthy
24516,50,41.53605306280607,12,2,262691,2.5253782682875197,1,1883,Healthy
17969,32,37.610288548828514,9,0,192325,2.1087628102831997,3,2344,Healthy
20600,45,38.84121361230401,8,0,211403,2.564314249747593,6,2060,Healthy
20796,36,30.804214255637312,6,0,199042,2.230234508142006,0,2241,Healthy
41519,86,37.057184791357976,38,6,426750,3.1139709817774084,20,558,Degrading
7699,15,35.645950696927784,8,0,76360,1.3312581912983739,0,3045,Healthy
3311,4,19.955260495340895,7,0,29661,1.462190237379235,0,3359,Healthy
15119,27,28.42300309690121,0,0,142968,1.885650954667706,3,2536,Healthy
15893,33,25.4809768380883,0,6,133567,1.719876313255853,0,2608,Healthy
23545,49,40.21302744615966,11,0,239335,2.4924186885553237,4,1842,Healthy
43944,87,33.70052249415552,54,4,421148,2.9993246792642116,20,589,Degrading
31929,63,44.25567527393814,22,4,330331,2.7662369503141497,6,1282,Degrading
32825,65,36.44644626259111,2,0,322111,3.0668679271124284,0,1312,Degrading
31515,62,44.6647341004324,32,4,303796,2.6588530199869216,5,1373,Degrading
7203,10,41.05719105116697,5,0,64292,1.4155345572611941,1,3224,Healthy
38754,78,47.76559186622567,23,7,407148,2.9858378692339644,18,729,Degrading
21094,42,44.86679948425202,12,0,204725,1.8941390974201084,1,2181,Healthy
16209,32,28.419252790447118,13,2,176648,2.006387375187914,13,2405,Healthy
25056,52,31.44822985656262,0,0,270626,2.3869369465435217,0,1893,Healthy
3863,9,28.288520689258736,0,4,37814,1.6334857949398567,2,3372,Healthy
46410,93,39.17596587441035,73,28,478471,3.32026271286534,34,204,Critical
43991,88,45.541140141495745,37,15,437766,3.8292501540029145,15,396,Critical
2118,2,26.711680538384435,2,0,20054,1.1102486212759022,0,3584,Healthy
26843,47,40.65315150502758,0,3,252250,2.6543257335937933,0,1916,Healthy
34929,67,37.04695767298038,14,11,332181,2.851291459325247,0,1211,Degrading
11887,22,23.395983992436317,0,0,129693,1.904865079019552,4,2819,Healthy
4062,5,35.094741937684915,3,0,24614,1.5302012625801131,0,3571,Healthy
48137,90,31.530097722869645,50,13,456980,3.7069432444032016,23,304,Critical
33054,72,37.04685515320697,21,0,341050,3.18487379345209,6,1165,Degrading
10545,24,40.08245779129667,13,4,98715,1.9859228986679371,3,2779,Healthy
19891,38,30.365780910537463,0,0,197201,1.8859938972396841,6,2157,Healthy
48052,94,40.03919928512322,71,13,475555,3.541895879148932,42,173,Critical
41718,83,37.96620049361061,37,8,409184,3.392214218901471,15,663,Degrading
0,0,29.21364981558626,13,0,7446,0.9410253216777644,0,3598,Healthy
25707,49,46.09738652461633,15,1,251180,2.5783020473829086,5,1792,Healthy
32597,68,40.350475878153745,25,8,341793,3.094359694103551,0,1151,Degrading
44882,89,36.7814630615713,35,5,439463,3.049077646312214,17,409,Critical
15340,31,27.430013049448675,7,1,171874,2.0235097161817626,0,2539,Healthy
11393,19,35.23860467438686,8,5,136993,1.8515988879480927,0,2772,Healthy
11896,23,44.22389692205775,10,6,113125,1.6551861351829733,0,2795,Healthy
23827,42,34.018346860340365,5,3,226240,1.7342947307853194,0,2019,Healthy
41020,80,40.55617106300734,40,11,418861,3.2297541833130827,11,625,Degrading
3671,8,26.125922264606928,0,0,28648,1.4715795210483766,0,3472,Healthy
1901,2,19.094441916363184,0,0,15606,1.1637851392752172,1,3521,Healthy
47666,97,40.88527130060815,92,18,496878,3.800125981306717,42,109,Critical
34767,65,37.87483559038335,10,11,351979,2.7874275194421663,7,1153,Degrading
7021,18,37.327846499826585,6,2,81392,1.5216036872248333,4,3063,Healthy
48028,96,35.8117599066177,78,17,468509,3.416210498654141,46,133,Critical
35441,69,40.61640035779574,17,8,350518,2.9224179357702025,11,1101,Degrading
35584,69,38.44874730170017,8,2,367830,3.169699335723814,1,1007,Degrading
24292,46,37.57809129828746,13,1,214091,1.9794984389997456,0,1936,Healthy
42836,83,40.02487491499255,65,14,423372,3.099246847172627,15,586,Degrading
28592,58,36.78543796908547,0,1,280333,2.614368106566071,0,1571,Healthy
4176,9,25.238200392844128,2,6,44442,1.4050800148966782,3,3381,Healthy
19814,37,37.12657316508061,0,0,172876,2.3624270664989346,0,2355,Healthy
32981,67,38.19035145467589,2,6,327069,2.814227879660189,5,1285,Degrading
48879,95,39.8316362039992,84,12,469599,3.6821683591869436,39,118,Critical
37435,76,38.71328706722341,27,7,383707,3.352842805932777,13,896,Degrading
31786,64,38.394604223707674,0,0,318231,2.571694088857116,5,1271,Degrading
30116,56,31.364746618354665,18,0,279682,2.776047936890734,0,1574,Healthy
49495,100,44.643272674523075,107,23,504797,3.691590895841336,43,72,Critical
33884,65,40.58037663232068,0,0,304119,2.95501310151951,1,1238,Degrading
43106,84,40.4526444538449,15,13,433506,3.2811205729890554,14,599,Degrading
10287,20,28.865642535314684,6,2,119705,1.8300613042849265,0,2768,Healthy
10686,19,29.535630737917046,0,0,124438,1.5224296660513439,0,2812,Healthy
26442,53,34.60700407517412,20,3,248125,2.2796304509009158,2,1676,Healthy
27411,51,37.71939783021822,10,2,247172,2.533171905557799,0,1743,Healthy
42791,83,44.78192771731543,42,6,432695,3.5017967438759556,24,512,Critical
26446,50,42.638057498520666,11,5,270175,2.288577748585294,5,1773,Healthy
47191,95,35.44636190011967,68,11,501566,3.610792385317202,34,133,Critical
22082,38,38.36057406268947,9,7,207073,2.4332240443590454,0,2076,Healthy
26701,53,26.588682762630242,16,1,253385,2.6534932330916217,0,1593,Healthy
25253,52,32.35177080785914,0,0,241746,2.3627331809235885,7,1838,Healthy
11645,23,41.08866149545763,13,0,120818,1.717125686878398,10,2837,Healthy
44140,89,36.70212526022269,61,5,438295,3.513483381997268,11,497,Critical
25772,54,35.43129590455244,28,0,250817,2.637990153947295,0,1805,Healthy
25432,53,39.366275926471545,0,5,242933,2.231923173923902,3,1785,Healthy
57,3,35.59115551999495,0,4,26681,1.0972535436988031,9,3582,Healthy
31954,62,40.86569692126386,21,0,309854,2.480681593165453,0,1356,Degrading
31315,60,38.1421278346423,0,5,312888,2.58531481229585,8,1302,Degrading
18487,35,37.6398678959038,0,0,186722,1.6587971381331013,0,2356,Healthy
25110,46,38.47088036073797,8,2,240811,2.465235349529207,2,1911,Healthy
17946,38,37.56620786245297,8,0,199796,1.9493639775089933,0,2215,Healthy
17275,33,30.50785139502358,0,3,196751,2.1939899049344627,0,2374,Healthy
7760,14,18.855326524765985,0,0,94373,1.5809712846767725,3,3130,Healthy
7653,13,30.230182766159587,0,0,65767,1.2101908957446468,0,3116,Healthy
16589,31,29.985899936679438,0,0,155966,2.11277817549602,0,2485,Healthy
29723,60,35.836126163231484,0,7,281021,2.6174421309511757,7,1416,Degrading
34797,66,38.52405055704717,18,1,326732,3.1627971581729835,6,1046,Degrading
32305,61,35.87051364089944,0,0,318211,2.902962096754142,13,1444,Degrading
7917,16,41.6105981295227,5,3,87085,2.1709843569237344,0,2972,Healthy
43610,84,31.793445445508535,40,9,419475,3.5016456840631323,9,638,Degrading
23709,42,36.30497633453525,17,0,235989,2.5535773464973146,4,1975,Healthy
27288,52,34.43508330392939,19,0,271564,2.6167235241962867,0,1644,Healthy
34650,69,41.74810970666682,33,4,341107,3.25849441697432,11,1133,Degrading
39282,76,38.773146484076605,38,4,391752,3.1037848404811106,0,800,Degrading
4388,12,35.20469109948591,0,0,61465,1.196189188756723,4,3245,Healthy
8636,17,36.384643836065344,0,0,84061,1.7106931463598873,6,3031,Healthy
5817,12,27.738966912422946,0,0,53950,1.3928781296874946,0,3235,Healthy
17747,35,40.77331414423021,17,0,185381,2.0423466352168522,0,2260,Healthy
34302,66,38.275627249509085,14,0,319865,2.678362754420303,14,1285,Degrading
8673,20,31.50534867020115,2,0,79500,1.5760641807381146,1,3002,Healthy
17773,31,31.395072961016364,5,0,175241,2.065102408680939,4,2394,Healthy
49471,97,41.64890312012259,135,22,522551,3.7897143833134375,38,45,Critical
30330,58,36.805138958934116,0,1,266975,2.773779532724727,7,1575,Healthy
47495,97,38.822091057060526,98,20,474727,3.4206732067201275,35,134,Critical
2180,6,33.42257651082427,11,1,35420,1.3039369282309548,0,3407,Healthy
50046,98,36.45083013982113,91,22,476812,3.3650326912849295,30,65,Critical
12978,24,27.71336532832899,0,2,128432,1.8340008181918712,0,2751,Healthy
32329,59,29.329037536855516,0,11,294262,3.0812728508385807,0,1432,Healthy
20127,43,31.13841964716137,0,7,197968,2.3510406701905175,0,2121,Healthy
16300,34,40.72895304565669,12,2,176012,1.6824180158015023,0,2417,Healthy
495,4,33.104800839067316,8,0,18380,1.4103709162716807,2,3567,Healthy
28529,56,35.4425895758395,0,0,286532,2.449402342164104,0,1551,Healthy
42577,88,41.28249947597306,56,10,444879,3.1298724658145476,27,328,Critical
35145,68,32.48677616948645,12,2,343996,3.0214131478886945,17,1054,Degrading
43086,83,42.211425171915536,26,3,422616,3.1348978453212344,20,537,Degrading
31583,63,33.724599662967705,9,1,311732,2.753261075179615,4,1246,Degrading
40126,79,36.927679598947414,8,0,380675,3.26692292333914,14,746,Degrading
49749,100,42.30348875754936,118,8,490405,3.5974119741500115,42,0,Critical
25179,51,39.98094286323279,0,0,261541,2.4726591653733805,0,1723,Healthy
39728,85,36.79214178410387,29,0,406628,2.8229150317923333,16,724,Degrading
18059,35,28.453542079895456,4,0,180224,2.095259523050217,6,2339,Healthy
18889,39,33.58323965514893,0,0,179102,2.6305617954336316,4,2265,Healthy
4764,8,28.0098167946102,8,0,59937,1.2252275185736883,7,3244,Healthy
2920,7,28.926231125811416,1,8,14028,1.3629291094572977,2,3487,Healthy
33355,65,38.193329110087575,18,9,313128,2.4631278518899578,11,1229,Degrading
27037,54,33.297575126776515,7,9,285103,2.513130685470587,4,1569,Healthy
16136,31,36.19309096316681,0,2,165732,1.732333650116551,0,2453,Healthy
36874,70,38.24569060360984,3,4,380656,2.978370659098429,2,967,Degrading
36783,70,23.421066000185455,3,6,369637,3.3531012418935244,9,1048,Degrading
36914,74,40.01319810082101,4,12,380890,2.9674537016241906,5,1019,Degrading
17234,35,36.02031832139363,0,0,177733,2.069729214940417,5,2391,Healthy
3842,2,29.709301405461634,7,1,46232,1.302532648785441,2,3447,Healthy
26853,52,38.85328651466263,0,0,260246,2.67975942425921,6,1814,Healthy
46083,86,38.41008180568018,52,14,444163,3.328138293128911,23,457,Critical
7311,13,22.102208322884767,0,0,64511,1.3752461467106751,3,3206,Healthy
46394,86,46.13350442978541,56,9,446824,3.049977458517556,26,368,Critical
39101,80,35.00350779561919,19,1,414764,3.39553678289005,3,621,Degrading
47579,95,35.724508507186776,92,7,472072,3.4378791753035185,26,171,Critical
23657,50,34.24619320323719,0,2,257276,2.51315045375149,2,1754,Healthy
10375,21,30.529849862630822,0,0,92171,1.130685467908048,6,2965,Healthy
43424,88,37.26047269292488,52,15,427824,3.3281525742713884,18,501,Critical
15534,35,39.19330369623517,5,1,151319,1.9682322253332298,0,2401,Healthy
36371,73,41.17057478857578,20,7,367520,3.0482730203228696,6,1003,Degrading
14958,30,34.01569603074177,0,0,133707,2.1712588811801825,0,2571,Healthy
2628,7,29.518047912186645,7,0,39815,1.4509847543554186,0,3455,Healthy
38230,74,47.314775491464076,22,8,377851,3.0409267467701424,17,900,Degrading
26821,56,44.36828423810452,11,6,259473,2.388856428117085,9,1670,Healthy
43127,85,32.04166130840126,47,12,419555,3.4730535351313643,18,499,Critical
36373,73,32.48291887402441,28,3,368158,3.2208982216516366,0,943,Degrading
4834,11,24.602807087743813,1,0,45838,1.3733177707197963,0,3356,Healthy
42599,81,34.390027541465344,16,4,413200,3.2930392064125202,18,635,Degrading
26848,51,31.601611983821837,0,0,269686,2.6005480411622806,7,1809,Healthy
7092,14,29.525162612358336,0,5,73729,1.4522716875165305,0,3042,Healthy
22235,47,39.54970541181186,6,0,219176,2.4515328326740353,2,1963,Healthy
21041,46,33.391908404022466,19,0,195948,2.2289515301129614,6,2103,Healthy
34005,67,40.70766713795016,4,0,334435,3.0015214256954916,7,1102,Degrading
36673,77,27.89663859723122,11,2,376871,3.5913770305717705,14,847,Degrading
38240,79,37.76140432058095,29,8,389193,3.0546126545220984,10,830,Degrading
6009,14,24.258846903698615,13,0,65378,1.3324231886982083,0,3135,Healthy
36512,72,37.86996172051311,17,9,367321,3.242418364184232,6,1074,Degrading
19066,41,30.066739724491043,6,0,188076,1.8188308309568064,7,2300,Healthy
5,1,36.90080393316882,0,1,16609,0.9150133003094847,2,3614,Healthy
47420,95,42.14040161732733,85,15,480044,3.611463045026254,28,151,Critical
20404,36,40.521631094379686,0,0,210268,1.8625031676860226,8,2203,Healthy
22081,40,32.16441985291864,0,0,210196,2.0239258011934966,0,2155,Healthy
3818,5,31.87649425528533,6,0,30573,0.6901849505684011,1,3413,Healthy
30520,59,37.61804607337775,20,0,300132,2.76467699110735,0,1391,Degrading
22845,43,38.64537318327167,0,2,229974,2.6609268735125355,2,2083,Healthy
25528,53,40.5194088351479,0,6,267444,2.548976132309283,0,1696,Healthy
46654,86,46.27598726979132,44,18,457598,3.5458744817539096,30,471,Critical
5569,4,35.51676200563123,0,7,35842,1.143230640675771,0,3311,Healthy
16382,34,33.060800454083854,7,0,159237,1.9127316629324032,10,2445,Healthy
1979,1,36.55888723336433,0,0,22574,1.2476792595618658,3,3514,Healthy
48878,100,39.47577517855363,97,10,457597,3.326207952566583,18,197,Critical
19791,37,29.429504305994612,4,0,177489,2.171285943904198,3,2351,Healthy
26585,49,30.571145511190757,7,0,258476,2.3010071911738863,0,1856,Healthy
5628,11,28.043629669820145,3,2,74156,1.6565433168560257,0,3191,Healthy
10249,17,28.861007386933785,12,0,97246,1.7034372824678639,0,2989,Healthy
15767,33,26.430902081974892,12,5,171282,2.197144388793503,0,2444,Healthy
18894,41,40.837462238240526,10,0,189101,2.0970071570592714,8,2217,Healthy
22533,43,31.71270585308013,5,2,221812,2.511528670126622,0,2017,Healthy
28583,54,47.028612172253005,8,3,279003,2.6601167381279613,0,1632,Healthy
39923,83,32.54050191262579,33,1,428253,3.4153252532946716,18,647,Degrading
38349,76,38.098260695936155,27,0,380692,2.888921195984002,15,874,Degrading
11346,21,32.86349622077096,3,0,113012,1.8968314659987626,7,2869,Healthy
6530,9,28.97942930044276,18,2,72525,1.9513333277532026,0,3108,Healthy
41903,84,34.82651050112981,54,6,440008,3.3299627351736905,18,456,Critical
39686,81,40.700844381074475,35,11,410450,3.158047065133842,11,669,Degrading
12438,24,38.54355902425323,0,1,135624,1.828305325567681,4,2729,Healthy
14842,27,36.48676660138682,0,0,143749,1.7607649414984017,0,2619,Healthy
15107,28,29.559062022700257,0,3,131525,1.8555154987679618,0,2596,Healthy
39049,75,43.6699147729758,33,8,407421,3.2597298257302305,13,821,Degrading
14816,32,36.33587211242997,6,0,169252,2.082519643306464,2,2482,Healthy
47140,93,40.47196186871704,83,16,469456,3.3456252453656625,32,247,Critical
43716,88,37.40081743504624,57,1,432176,3.4745052168878297,25,459,Critical
3490,7,28.99337762902295,0,0,51954,1.38770689157193,5,3384,Healthy
36087,71,28.242870973400173,16,4,363080,3.077403702729548,5,1133,Degrading
44329,88,45.054653942111486,42,3,447819,3.2680868457185293,15,422,Critical
13087,27,35.013065867952655,0,0,130569,1.8088369429053672,0,2686,Healthy
3492,8,29.67995759629394,0,5,50152,1.5838392736605111,6,3296,Healthy
46747,92,38.52064804823409,40,4,474167,3.787774816517541,36,188,Critical
24041,47,23.635871286173312,2,4,238126,2.335591816802068,4,1927,Healthy
25441,48,41.97594082807519,13,0,255393,2.4790426468942814,8,1775,Healthy
3565,6,31.24374752685952,0,0,33587,1.7130243527546996,0,3391,Healthy
20570,42,29.32692808304363,8,4,215126,2.609590561648705,0,2142,Healthy
46262,94,39.23189263999811,74,13,471253,4.094974599028974,32,230,Critical
12793,27,30.466102562412193,12,2,139420,1.9246527238908098,0,2693,Healthy
7234,14,45.82379088953399,0,0,96580,1.8330161423474893,4,3018,Healthy
31195,66,35.752913317660415,10,9,310382,2.9926652385181223,6,1292,Degrading
3767,9,30.808964660562697,0,4,41140,1.27379164651353,6,3281,Healthy
19439,38,42.35901950623288,0,0,197319,2.2503077475263926,0,2215,Healthy
5318,5,29.72178248064323,7,0,51825,1.1652724998866562,2,3329,Healthy
7246,13,25.118618139485577,0,8,57111,1.6769891198137024,0,3146,Healthy
24987,48,35.18288009200424,0,0,238257,2.306645190714946,2,1786,Healthy
33903,68,33.66679901082122,10,1,324159,2.4893334359464117,1,1116,Degrading
31091,67,36.63520278839629,14,0,324318,2.9412929929473957,7,1320,Degrading
1449,4,32.35481161451404,0,4,6004,1.1163502715029345,1,3533,Healthy
8275,12,36.819432717275085,0,0,78311,1.588883735394379,0,3066,Healthy
25795,45,27.4188688810068,0,0,247528,2.4975150922781495,0,1815,Healthy
1856,3,36.23345157714519,0,3,23205,1.0245419527966642,7,3487,Healthy
13790,32,37.91059584252733,12,0,154140,1.8423601283481814,0,2538,Healthy
36592,70,34.454268715252304,5,0,354278,2.8913962739829646,3,1101,Degrading
27915,54,32.29585244265901,3,4,285153,2.540876853593572,4,1588,Healthy
18377,35,33.87846553732599,4,9,180243,2.2830124632403286,2,2333,Healthy
10689,20,32.03840102259215,3,4,83688,1.7702612650778649,0,2981,Healthy
1788,7,28.39132226470694,6,0,8840,1.4556332670113705,0,3491,Healthy
44885,84,36.6046879009086,39,9,423163,3.116583101964159,19,444,Critical
10664,20,22.403227681380546,0,9,81843,1.6819900850790241,11,2988,Healthy
50978,100,31.500337614667597,96,13,496115,3.876408606484643,40,11,Critical
48870,99,38.67444871350546,119,23,501126,3.6918781699606353,38,0,Critical
45487,92,31.291756893661805,45,13,465027,3.7821902013426665,31,306,Critical
13130,24,35.40406715329517,5,2,145605,1.7777487438444548,4,2770,Healthy
39000,74,28.240720674152556,25,10,384728,2.8087783937329935,10,833,Degrading
47104,98,39.5923366707045,87,16,486755,3.5713407712895893,36,86,Critical
4673,10,32.342408570188866,6,0,48922,1.626991565082531,9,3364,Healthy
32171,65,39.56030650319234,14,0,325937,2.5463405784058524,3,1275,Degrading
41560,83,36.690072115143224,38,9,417742,3.0479557272183166,20,664,Degrading
3072,4,35.8640853511406,12,0,34975,1.726398126872855,2,3459,Healthy
